length,width,height,volume,weight,fragile,iflammable,fits_rate,types,destinations_ACE,destinations_Akademiska.hus,destinations_Biblioteket,destinations_Chalmers.verksamhetsst√∂d,destinations_E.huset,destinations_Fysik,destinations_Maskin,destinations_Postrum.SB3,destinations_SB3,destinations_Stena.center,destinations_Vasa.2.3,destinations_Vasa.7,commodity_Books,commodity_Clothes,commodity_Daily.necessities,commodity_Electronic.product,commodity_Food,commodity_Games,commodity_IT.infrastructure,commodity_Laboratory.equipment,commodity_Machinary,commodity_Medical.supply,commodity_Rubber.products,commodity_Tools.and.supplies
49.5,41,30,60885,NA,0,0,0.4059,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
49.5,41,30,60885,NA,0,0,0.4059,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
49.5,41,30,60885,NA,0,0,0.4059,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
49.5,41,30,60885,NA,0,0,0.4059,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
49.5,41,30,60885,NA,0,0,0.4059,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
49.5,41,30,60885,NA,0,0,0.4059,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
31,22,2.5,1705,1500,0,0,0.011366667,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,21.5,16.5,9223.5,1200,0,0,0.06149,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26.5,16.5,13.5,5902.875,1000,0,0,0.0393525,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,60,30.5,109800,15300,1,0,0.732,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33.5,24,2,1608,1000,0,0,0.01072,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
82,45,14,51660,15000,0,0,0.3444,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
29,20.5,16,9512,1000,0,0,0.063413333,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
35.5,24.5,1,869.75,1000,0,0,0.005798333,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
39,29.5,19.5,22434.75,1000,1,0,0.149565,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
63,41.3,31.2,81179.28,10000,0,0,0.5411952,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,28.5,28,27930,25000,0,0,0.1862,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
44,33,32.5,47190,18000,0,0,0.3146,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
38,29,13,14326,5500,0,0,0.095506667,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
37,12.5,12.5,5781.25,1000,0,0,0.038541667,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
67,41.5,16,44488,9000,0,0,0.296586667,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
67,41.5,16,44488,9000,0,0,0.296586667,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
67,41.5,16,44488,9000,0,0,0.296586667,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
67,41.5,16,44488,9000,0,0,0.296586667,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30.5,16,16,7808,150,0,0,0.052053333,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
29,19.2,11,6124.8,800,0,0,0.040832,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
64.5,13.5,11.5,10013.625,452,1,0,0.0667575,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64.5,13.5,11.5,10013.625,452,1,0,0.0667575,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22.5,16,7.5,2700,420,0,0,0.018,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
36,36,27,34992,1000,1,0,0.23328,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
32,23,10,7360,1061,0,0,0.049066667,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
32.4,23.5,17,12943.8,1000,0,0,0.086292,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
32.5,23,7,5232.5,1000,0,0,0.034883333,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45.5,32,14,20384,5000,0,0,0.135893333,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
46,38.8,17,30341.6,2500,0,0,0.202277333,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60.2,42,16.5,41718.6,2500,1,0,0.278124,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60.2,42,16.5,41718.6,2500,1,0,0.278124,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
33.5,24,5.5,4422,1344,0,0,0.02948,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
33.7,23,3,2325.3,650,0,0,0.015502,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
32,23,7,5152,300,0,0,0.034346667,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
25,17,8,3400,1000,0,0,0.022666667,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33.5,24,3,2412,1314,0,0,0.01608,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33.5,24,3,2412,1885,0,0,0.01608,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30,28.7,6,5166,1641,0,0,0.03444,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30,28.7,6,5166,1641,0,0,0.03444,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30,28.7,6,5166,1641,0,0,0.03444,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
37.5,33,7.5,9281.25,2129,0,0,0.061875,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
37.5,33,7.5,9281.25,2129,0,0,0.061875,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
31.5,23,7,5071.5,500,0,0,0.03381,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45,23.5,7,7402.5,1000,0,0,0.04935,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
49.5,23.5,13,15122.25,1400,0,0,0.100815,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
51,31.5,16.5,26507.25,800,0,0,0.176715,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
37,30,8,8880,400,0,0,0.0592,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
37,30,8,8880,400,0,0,0.0592,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
38,30,18,20520,1000,0,0,0.1368,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
31,22.5,1,697.5,300,0,0,0.00465,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
31,22.5,1,697.5,800,0,0,0.00465,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33.5,24,4,3216,2000,0,0,0.02144,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
68.5,32.5,17.5,38959.375,3000,0,0,0.259729167,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
35.5,23,7,5715.5,2030,0,0,0.038103333,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33.5,24.5,17,13952.75,400,0,0,0.093018333,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
42,26.5,26,28938,1200,0,0,0.19292,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
42,26.5,26,28938,1200,0,0,0.19292,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
42,26.5,26,28938,1200,0,0,0.19292,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
42,26.5,26,28938,1200,0,0,0.19292,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
42,26.5,26,28938,1200,0,0,0.19292,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
42,26.5,26,28938,1200,0,0,0.19292,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
42,26.5,26,28938,1200,0,0,0.19292,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
42,26.5,26,28938,1200,0,0,0.19292,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
42,26.5,26,28938,1200,0,0,0.19292,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
42,26.5,26,28938,1200,0,0,0.19292,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
42,26.5,26,28938,1200,0,0,0.19292,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
23,23,5,2645,300,0,0,0.017633333,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
59.5,39.5,12,28203,2700,0,0,0.18802,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
58.5,41,40,95940,1800,0,0,0.6396,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
24,16.5,5,1980,500,1,0,0.0132,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
35.5,23,7,5715.5,3140,0,0,0.038103333,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
47.5,43.5,33,68186.25,2000,0,0,0.454575,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
41,26.5,26,28249,7800,0,0,0.188326667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
41,26.5,26,28249,7800,0,0,0.188326667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
41,26.5,26,28249,7800,0,0,0.188326667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
41,26.5,26,28249,7800,0,0,0.188326667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
41,26.5,26,28249,7800,0,0,0.188326667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26.5,22.5,19.5,11626.875,188,1,0,0.0775125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
27,19,17.5,8977.5,2150,1,0,0.05985,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21,18,1,378,100,0,0,0.00252,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
24.5,21,1,514.5,100,0,0,0.00343,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
29.5,19,11.5,6445.75,368,1,0,0.042971667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
33,27.5,25,22687.5,4000,0,0,0.15125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,26,15,12090,1740,1,0,0.0806,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
49.5,40,31,61380,5000,0,0,0.4092,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
30,29,25,21750,6470,0,0,0.145,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30,29,25,21750,6470,0,0,0.145,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30,29,25,21750,6470,0,0,0.145,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30,29,25,21750,6470,0,0,0.145,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30,29,25,21750,6470,0,0,0.145,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
45.5,33.5,18,27436.5,2971,0,0,0.18291,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26,12,11,3432,1000,0,0,0.02288,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26,12,11,3432,1000,0,0,0.02288,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26,20,1,520,1000,0,0,0.003466667,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19,19,11,3971,3120,0,0,0.026473333,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
79,39,32,98592,7200,0,0,0.65728,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,18,1,396,100,0,0,0.00264,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20,17.5,6,2100,400,0,0,0.014,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
40,30,3.5,4200,100,0,0,0.028,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
67,41.5,16,44488,9000,0,0,0.296586667,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
67,41.5,16,44488,9000,0,0,0.296586667,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
26.5,21,21,11686.5,8815,1,0,0.07791,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26.5,21,21,11686.5,8815,1,0,0.07791,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
30,28.5,6,5130,1634,0,0,0.0342,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
31,27.5,13,11082.5,1000,0,0,0.073883333,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
38,29.5,29,32509,3000,0,0,0.216726667,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
32,23,10.5,7728,1818,0,0,0.05152,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
39.5,29,26,29783,3000,0,0,0.198553333,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
38.5,30,10,11550,1200,0,0,0.077,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18,12.5,8.5,1912.5,400,0,0,0.01275,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
31.5,23.3,17,12477.15,600,0,0,0.083181,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
31.5,23.2,6.5,4750.2,100,0,0,0.031668,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61.5,37.5,17,39206.25,7000,0,0,0.261375,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
44,33,12,17424,4000,0,0,0.11616,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
44,33,12,17424,4000,0,0,0.11616,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
34,21.5,4,2924,400,0,0,0.019493333,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
83,50,7,29050,10000,0,0,0.193666667,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31.5,22.5,6.8,4819.5,200,0,0,0.03213,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,33,18,40986,3000,0,0,0.27324,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60,39,22,51480,19900,0,0,0.3432,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
23,21,3,1449,500,0,0,0.00966,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47.5,33,28,43890,1800,1,0,0.2926,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
57,41,25,58425,1800,0,0,0.3895,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
39,30,20,23400,10590,0,0,0.156,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
39,30,20,23400,10590,0,0,0.156,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
39,30,20,23400,10590,0,0,0.156,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
39,30,20,23400,10590,0,0,0.156,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
42,27.5,16,18480,300,0,0,0.1232,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20,17.5,14,4900,3000,0,0,0.032666667,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
34.5,23,6,4761,400,0,0,0.03174,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
32,23,10,7360,800,0,0,0.049066667,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,28,21,19992,8645,0,0,0.13328,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26,22.2,19.5,11255.4,300,1,0,0.075036,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26,22.2,19.5,11255.4,300,1,0,0.075036,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26,22.2,19.5,11255.4,300,1,0,0.075036,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
35,23,23,18515,5286,0,0,0.123433333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
35,23,23,18515,5286,0,0,0.123433333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
40,22,21,18480,400,1,0,0.1232,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
34,25,1,850,200,0,0,0.005666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
39,30,20,23400,13000,0,1,0.156,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
39,30,20,23400,13000,0,1,0.156,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
39,30,20,23400,13000,0,1,0.156,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
39,25,23,22425,6000,0,0,0.1495,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
39,25,23,22425,6000,0,0,0.1495,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
50,36.5,25.5,46537.5,3000,0,0,0.31025,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
41,28,27,30996,7800,0,0,0.20664,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
41,28,27,30996,7800,0,0,0.20664,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
41,28,27,30996,7800,0,0,0.20664,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
33,25,17,14025,300,1,0,0.0935,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
33,25,17,14025,300,1,0,0.0935,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
33,25,17,14025,300,1,0,0.0935,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22.5,17.5,13.5,5315.625,400,0,0,0.0354375,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,20,11,7700,1000,0,0,0.051333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
35,20,14,9800,1000,1,0,0.065333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
35,20,14,9800,1000,1,0,0.065333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
27,25,12,8100,800,0,0,0.054,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
28.5,22.5,21.5,13786.875,7200,1,0,0.0919125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29,25.5,24,17748,6000,0,0,0.11832,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
34.5,34.5,26,30946.5,2000,0,0,0.20631,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
57.5,39,24,53820,662,0,0,0.3588,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
57.5,39,24,53820,662,0,0,0.3588,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
57.5,39,24,53820,662,0,0,0.3588,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
50,31,21,32550,722,1,0,0.217,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
50,31,21,32550,722,1,0,0.217,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
23,13,9,2691,1000,0,0,0.01794,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
38,30,29,33060,3000,0,0,0.2204,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
18,12.5,8.5,1912.5,300,0,0,0.01275,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
41,24,21,20664,6000,0,0,0.13776,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27,16.5,13.5,6014.25,400,0,0,0.040095,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
23,18,12,4968,500,0,0,0.03312,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,27,25.5,23409,10080,0,0,0.15606,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
34,24,1,816,1000,0,0,0.00544,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
32,23,7,5152,200,0,0,0.034346667,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
39.5,28.5,25,28143.75,6400,0,0,0.187625,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
63,11,11,7623,1000,1,0,0.05082,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
47.5,30,17,24225,900,0,0,0.1615,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
